Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity,Info
84.0,train,0.0001,72.24,0.76,0.0,
84.0,val,,64.2,0.917,0.0,
85.0,train,0.0001,70.68,0.762,0.0,
85.0,val,,63.2,0.925,0.0,
86.0,train,0.0001,71.56,0.739,0.0,
86.0,val,,63.4,0.927,0.0,
87.0,train,0.0001,71.8,0.735,0.0,
87.0,val,,64.2,0.924,0.0,
88.0,train,0.0001,70.92,0.747,0.0,
88.0,val,,64.0,0.926,0.0,
89.0,train,0.0001,72.24,0.721,0.0,
89.0,val,,64.4,0.921,0.0,
90.0,train,0.0001,73.08,0.732,0.0,
90.0,val,,64.0,0.923,0.0,
91.0,train,0.0001,72.24,0.729,0.0,
91.0,val,,63.0,0.932,0.0,
92.0,train,0.0001,71.12,0.763,0.0,
92.0,val,,64.2,0.925,0.0,
93.0,train,0.0001,71.28,0.747,0.0,
93.0,val,,64.2,0.92,0.0,
94.0,train,0.0001,70.72,0.755,0.0,
94.0,val,,63.2,0.919,0.0,
95.0,train,0.0001,70.76,0.762,0.0,
95.0,val,,64.6,0.926,0.0,
96.0,train,0.0001,70.84,0.755,0.0,
96.0,val,,63.2,0.934,0.0,
97.0,train,0.0001,71.28,0.749,0.0,
97.0,val,,62.8,0.932,0.0,
98.0,train,0.0001,70.32,0.77,0.0,
98.0,val,,62.8,0.927,0.0,
99.0,train,0.0001,72.72,0.735,0.0,
99.0,val,,63.2,0.928,0.0,
100.0,train,0.0001,71.28,0.748,0.0,
100.0,val,,64.4,0.913,0.0,
,info,,,,,"2024-11-14 01:42:29,237 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:42:29,237 - root - INFO - It's time to expand the Network"
,info,,,,,"2024-11-14 01:42:29,237 - root - INFO - Auto expand network"
,info,,,,,"2024-11-14 01:42:31,606 - root - INFO -"
,info,,,,,"2024-11-14 01:42:31,606 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:42:31,606 - root - INFO - Sparsity range: 0.0 -> 0.1"
0.0,val,,64.4,0.913,0.0,
,info,,,,,"2024-11-14 01:42:31,895 - root - INFO -"
1.0,train,0.001,70.6,0.763,0.053,
1.0,val,,62.0,0.931,0.053,
2.0,train,0.001,70.64,0.758,0.085,
2.0,val,,64.0,0.917,0.085,
3.0,train,0.001,72.24,0.737,0.098,
3.0,val,,64.6,0.925,0.098,
4.0,train,0.001,70.48,0.754,0.101,
4.0,val,,64.4,0.915,0.101,
5.0,train,0.001,71.44,0.759,0.101,
5.0,val,,63.0,0.909,0.101,
6.0,train,0.001,70.96,0.748,0.101,
6.0,val,,64.4,0.938,0.101,
7.0,train,0.001,71.4,0.745,0.101,
7.0,val,,64.8,0.906,0.101,
8.0,train,0.001,71.4,0.748,0.101,
8.0,val,,64.0,0.927,0.101,
9.0,train,0.001,71.24,0.749,0.101,
9.0,val,,63.6,0.905,0.101,
10.0,train,0.001,71.52,0.748,0.101,
10.0,val,,63.8,0.907,0.101,
11.0,train,0.001,71.4,0.757,0.101,
11.0,val,,64.0,0.926,0.101,
12.0,train,0.001,71.56,0.751,0.101,
12.0,val,,63.0,0.915,0.101,
13.0,train,0.001,70.52,0.742,0.101,
13.0,val,,63.8,0.91,0.101,
14.0,train,0.001,71.16,0.748,0.101,
14.0,val,,63.4,0.906,0.101,
15.0,train,0.001,72.0,0.745,0.101,
15.0,val,,64.0,0.92,0.101,
16.0,train,0.001,72.2,0.75,0.101,
16.0,val,,63.6,0.914,0.101,
17.0,train,0.001,71.48,0.741,0.101,
17.0,val,,63.8,0.913,0.101,
18.0,train,0.001,72.12,0.739,0.101,
18.0,val,,64.8,0.913,0.101,
19.0,train,0.001,71.96,0.733,0.101,
19.0,val,,63.8,0.928,0.101,
20.0,train,0.001,71.24,0.743,0.101,
20.0,val,,63.6,0.917,0.101,
,info,,,,,"2024-11-14 01:42:40,863 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:42:43,227 - root - INFO -"
,info,,,,,"2024-11-14 01:42:43,227 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:42:43,227 - root - INFO - Sparsity range: 0.1 -> 0.2"
0.0,val,,63.6,0.917,0.101,
,info,,,,,"2024-11-14 01:42:43,506 - root - INFO -"
1.0,train,0.001,71.8,0.734,0.153,
1.0,val,,62.4,0.923,0.153,
2.0,train,0.001,72.32,0.728,0.186,
2.0,val,,65.0,0.92,0.186,
3.0,train,0.001,74.08,0.708,0.198,
3.0,val,,65.6,0.916,0.198,
4.0,train,0.001,71.68,0.727,0.201,
4.0,val,,64.0,0.913,0.201,
5.0,train,0.001,72.76,0.728,0.201,
5.0,val,,64.4,0.899,0.201,
6.0,train,0.001,72.32,0.72,0.201,
6.0,val,,63.0,0.927,0.201,
7.0,train,0.001,72.36,0.716,0.201,
7.0,val,,64.6,0.902,0.201,
8.0,train,0.001,72.8,0.717,0.201,
8.0,val,,64.4,0.919,0.201,
9.0,train,0.001,72.12,0.72,0.201,
9.0,val,,63.0,0.9,0.201,
10.0,train,0.001,73.12,0.72,0.201,
10.0,val,,63.4,0.9,0.201,
11.0,train,0.001,71.92,0.726,0.201,
11.0,val,,64.0,0.918,0.201,
12.0,train,0.001,72.48,0.721,0.201,
12.0,val,,63.0,0.909,0.201,
13.0,train,0.001,71.2,0.713,0.201,
13.0,val,,62.6,0.906,0.201,
14.0,train,0.001,72.52,0.72,0.201,
14.0,val,,63.6,0.9,0.201,
15.0,train,0.001,72.56,0.719,0.201,
15.0,val,,64.2,0.916,0.201,
16.0,train,0.001,73.12,0.72,0.201,
16.0,val,,64.0,0.911,0.201,
17.0,train,0.001,72.76,0.712,0.201,
17.0,val,,64.0,0.91,0.201,
18.0,train,0.001,72.76,0.709,0.201,
18.0,val,,64.4,0.912,0.201,
19.0,train,0.001,72.72,0.703,0.201,
19.0,val,,63.6,0.924,0.201,
20.0,train,0.001,72.56,0.715,0.201,
20.0,val,,64.0,0.918,0.201,
,info,,,,,"2024-11-14 01:42:52,478 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:42:54,777 - root - INFO -"
,info,,,,,"2024-11-14 01:42:54,777 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:42:54,777 - root - INFO - Sparsity range: 0.2 -> 0.3"
0.0,val,,64.0,0.918,0.201,
,info,,,,,"2024-11-14 01:42:55,063 - root - INFO -"
1.0,train,0.001,72.88,0.709,0.253,
1.0,val,,62.4,0.925,0.253,
2.0,train,0.001,73.2,0.705,0.286,
2.0,val,,65.4,0.909,0.286,
3.0,train,0.001,74.64,0.683,0.298,
3.0,val,,66.2,0.908,0.298,
4.0,train,0.001,73.08,0.701,0.301,
4.0,val,,64.6,0.906,0.301,
5.0,train,0.001,73.52,0.701,0.301,
5.0,val,,65.0,0.893,0.301,
6.0,train,0.001,73.44,0.693,0.301,
6.0,val,,64.4,0.922,0.301,
7.0,train,0.001,73.12,0.689,0.301,
7.0,val,,64.0,0.898,0.301,
8.0,train,0.001,74.0,0.689,0.301,
8.0,val,,63.6,0.911,0.301,
9.0,train,0.001,73.32,0.693,0.301,
9.0,val,,63.6,0.896,0.301,
10.0,train,0.001,74.04,0.693,0.301,
10.0,val,,63.4,0.895,0.301,
11.0,train,0.001,72.92,0.696,0.301,
11.0,val,,63.8,0.911,0.301,
12.0,train,0.001,73.88,0.693,0.301,
12.0,val,,63.6,0.904,0.301,
13.0,train,0.001,72.44,0.687,0.301,
13.0,val,,63.2,0.901,0.301,
14.0,train,0.001,73.44,0.694,0.301,
14.0,val,,64.2,0.897,0.301,
15.0,train,0.001,73.84,0.692,0.301,
15.0,val,,63.4,0.917,0.301,
16.0,train,0.001,74.04,0.692,0.301,
16.0,val,,64.2,0.908,0.301,
17.0,train,0.001,73.04,0.687,0.301,
17.0,val,,64.4,0.911,0.301,
18.0,train,0.001,74.0,0.682,0.301,
18.0,val,,64.4,0.91,0.301,
19.0,train,0.001,73.76,0.675,0.301,
19.0,val,,64.4,0.925,0.301,
20.0,train,0.001,73.4,0.69,0.301,
20.0,val,,64.2,0.916,0.301,
,info,,,,,"2024-11-14 01:43:04,117 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:43:06,493 - root - INFO -"
,info,,,,,"2024-11-14 01:43:06,493 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:43:06,493 - root - INFO - Sparsity range: 0.3 -> 0.4"
0.0,val,,64.2,0.916,0.301,
,info,,,,,"2024-11-14 01:43:06,774 - root - INFO -"
1.0,train,0.001,73.68,0.684,0.353,
1.0,val,,64.0,0.935,0.353,
2.0,train,0.001,74.24,0.688,0.386,
2.0,val,,64.4,0.917,0.386,
3.0,train,0.001,75.28,0.667,0.398,
3.0,val,,65.0,0.924,0.398,
4.0,train,0.001,74.36,0.679,0.401,
4.0,val,,64.4,0.908,0.401,
5.0,train,0.001,74.6,0.68,0.401,
5.0,val,,64.6,0.896,0.401,
6.0,train,0.001,74.8,0.671,0.401,
6.0,val,,64.2,0.918,0.401,
7.0,train,0.001,74.4,0.668,0.401,
7.0,val,,64.4,0.897,0.401,
8.0,train,0.001,75.0,0.667,0.401,
8.0,val,,64.4,0.907,0.401,
9.0,train,0.001,74.04,0.667,0.401,
9.0,val,,64.6,0.896,0.401,
10.0,train,0.001,74.48,0.672,0.401,
10.0,val,,63.4,0.899,0.401,
11.0,train,0.001,74.44,0.67,0.401,
11.0,val,,63.4,0.911,0.401,
12.0,train,0.001,75.2,0.664,0.401,
12.0,val,,63.2,0.907,0.401,
13.0,train,0.001,73.56,0.663,0.401,
13.0,val,,63.6,0.903,0.401,
14.0,train,0.001,73.72,0.668,0.401,
14.0,val,,63.8,0.9,0.401,
15.0,train,0.001,74.88,0.664,0.401,
15.0,val,,63.6,0.931,0.401,
16.0,train,0.001,75.0,0.666,0.401,
16.0,val,,65.2,0.912,0.401,
17.0,train,0.001,75.16,0.66,0.401,
17.0,val,,64.4,0.915,0.401,
18.0,train,0.001,75.04,0.655,0.401,
18.0,val,,65.2,0.915,0.401,
19.0,train,0.001,74.88,0.651,0.401,
19.0,val,,63.4,0.928,0.401,
20.0,train,0.001,74.28,0.667,0.401,
20.0,val,,63.6,0.916,0.401,
,info,,,,,"2024-11-14 01:43:15,800 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:43:18,135 - root - INFO -"
,info,,,,,"2024-11-14 01:43:18,135 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:43:18,135 - root - INFO - Sparsity range: 0.4 -> 0.5"
0.0,val,,63.6,0.916,0.401,
,info,,,,,"2024-11-14 01:43:18,421 - root - INFO -"
1.0,train,0.001,74.52,0.661,0.453,
1.0,val,,60.4,0.982,0.453,
2.0,train,0.001,74.12,0.669,0.486,
2.0,val,,62.2,1.01,0.486,
3.0,train,0.001,75.76,0.656,0.498,
3.0,val,,65.6,0.932,0.498,
4.0,train,0.001,75.28,0.665,0.501,
4.0,val,,63.8,0.925,0.501,
5.0,train,0.001,73.88,0.667,0.501,
5.0,val,,64.4,0.9,0.501,
6.0,train,0.001,75.0,0.652,0.501,
6.0,val,,64.6,0.926,0.501,
7.0,train,0.001,74.4,0.651,0.501,
7.0,val,,63.4,0.907,0.501,
8.0,train,0.001,75.4,0.642,0.501,
8.0,val,,64.6,0.914,0.501,
9.0,train,0.001,74.92,0.647,0.501,
9.0,val,,64.4,0.907,0.501,
10.0,train,0.001,75.24,0.648,0.501,
10.0,val,,63.8,0.907,0.501,
11.0,train,0.001,75.2,0.647,0.501,
11.0,val,,63.0,0.919,0.501,
12.0,train,0.001,76.04,0.644,0.501,
12.0,val,,64.2,0.91,0.501,
13.0,train,0.001,74.52,0.646,0.501,
13.0,val,,63.8,0.911,0.501,
14.0,train,0.001,75.2,0.645,0.501,
14.0,val,,65.0,0.907,0.501,
15.0,train,0.001,75.84,0.643,0.501,
15.0,val,,65.0,0.931,0.501,
16.0,train,0.001,76.64,0.637,0.501,
16.0,val,,64.8,0.92,0.501,
17.0,train,0.001,75.36,0.639,0.501,
17.0,val,,64.6,0.922,0.501,
18.0,train,0.001,76.2,0.629,0.501,
18.0,val,,65.4,0.922,0.501,
19.0,train,0.001,76.04,0.629,0.501,
19.0,val,,64.2,0.938,0.501,
20.0,train,0.001,75.76,0.641,0.501,
20.0,val,,64.0,0.923,0.501,
,info,,,,,"2024-11-14 01:43:27,591 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:43:29,906 - root - INFO -"
,info,,,,,"2024-11-14 01:43:29,906 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:43:29,906 - root - INFO - Sparsity range: 0.5 -> 0.6"
0.0,val,,64.0,0.923,0.501,
,info,,,,,"2024-11-14 01:43:30,188 - root - INFO -"
1.0,train,0.001,75.76,0.641,0.553,
1.0,val,,58.6,1.197,0.553,
2.0,train,0.001,75.0,0.67,0.586,
2.0,val,,63.4,1.013,0.586,
3.0,train,0.001,75.12,0.655,0.598,
3.0,val,,63.4,1.007,0.598,
4.0,train,0.001,75.08,0.661,0.601,
4.0,val,,63.2,0.942,0.601,
5.0,train,0.001,75.6,0.649,0.601,
5.0,val,,62.8,0.917,0.601,
6.0,train,0.001,75.72,0.64,0.601,
6.0,val,,64.2,0.943,0.601,
7.0,train,0.001,75.76,0.636,0.601,
7.0,val,,64.8,0.917,0.601,
8.0,train,0.001,76.24,0.631,0.601,
8.0,val,,63.4,0.914,0.601,
9.0,train,0.001,76.08,0.636,0.601,
9.0,val,,64.2,0.91,0.601,
10.0,train,0.001,75.76,0.632,0.601,
10.0,val,,65.0,0.909,0.601,
11.0,train,0.001,76.4,0.629,0.601,
11.0,val,,63.6,0.917,0.601,
12.0,train,0.001,77.0,0.624,0.601,
12.0,val,,62.8,0.91,0.601,
13.0,train,0.001,74.84,0.631,0.601,
13.0,val,,63.6,0.911,0.601,
14.0,train,0.001,75.88,0.627,0.601,
14.0,val,,65.2,0.912,0.601,
15.0,train,0.001,76.16,0.63,0.601,
15.0,val,,64.2,0.938,0.601,
16.0,train,0.001,77.12,0.624,0.601,
16.0,val,,64.4,0.93,0.601,
17.0,train,0.001,76.48,0.622,0.601,
17.0,val,,64.2,0.927,0.601,
18.0,train,0.001,77.44,0.615,0.601,
18.0,val,,65.4,0.931,0.601,
19.0,train,0.001,77.04,0.616,0.601,
19.0,val,,64.0,0.933,0.601,
20.0,train,0.001,76.16,0.626,0.601,
20.0,val,,63.6,0.924,0.601,
,info,,,,,"2024-11-14 01:43:39,116 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:43:41,496 - root - INFO -"
,info,,,,,"2024-11-14 01:43:41,497 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:43:41,497 - root - INFO - Sparsity range: 0.6 -> 0.7"
0.0,val,,63.6,0.924,0.601,
,info,,,,,"2024-11-14 01:43:41,770 - root - INFO -"
1.0,train,0.001,76.2,0.621,0.653,
1.0,val,,61.6,1.015,0.653,
2.0,train,0.001,74.44,0.678,0.686,
2.0,val,,56.6,1.376,0.686,
3.0,train,0.001,72.12,0.706,0.698,
3.0,val,,59.2,1.034,0.698,
4.0,train,0.001,73.16,0.689,0.701,
4.0,val,,64.8,0.931,0.701,
5.0,train,0.001,74.24,0.668,0.701,
5.0,val,,64.8,0.905,0.701,
6.0,train,0.001,74.4,0.656,0.701,
6.0,val,,63.4,0.916,0.701,
7.0,train,0.001,75.2,0.644,0.701,
7.0,val,,64.4,0.902,0.701,
8.0,train,0.001,75.04,0.643,0.701,
8.0,val,,63.6,0.897,0.701,
9.0,train,0.001,76.16,0.636,0.701,
9.0,val,,65.6,0.897,0.701,
10.0,train,0.001,75.32,0.642,0.701,
10.0,val,,65.0,0.898,0.701,
11.0,train,0.001,75.6,0.634,0.701,
11.0,val,,63.4,0.904,0.701,
12.0,train,0.001,75.48,0.637,0.701,
12.0,val,,63.4,0.898,0.701,
13.0,train,0.001,75.24,0.638,0.701,
13.0,val,,64.2,0.898,0.701,
14.0,train,0.001,75.16,0.636,0.701,
14.0,val,,64.4,0.899,0.701,
15.0,train,0.001,76.12,0.626,0.701,
15.0,val,,64.2,0.923,0.701,
16.0,train,0.001,77.36,0.621,0.701,
16.0,val,,65.2,0.917,0.701,
17.0,train,0.001,76.56,0.627,0.701,
17.0,val,,64.8,0.914,0.701,
18.0,train,0.001,76.96,0.617,0.701,
18.0,val,,65.4,0.911,0.701,
19.0,train,0.001,76.92,0.614,0.701,
19.0,val,,65.0,0.913,0.701,
20.0,train,0.001,75.56,0.627,0.701,
20.0,val,,64.6,0.91,0.701,
,info,,,,,"2024-11-14 01:43:50,888 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:43:53,256 - root - INFO -"
,info,,,,,"2024-11-14 01:43:53,256 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:43:53,256 - root - INFO - Sparsity range: 0.7 -> 0.8"
0.0,val,,64.6,0.91,0.701,
,info,,,,,"2024-11-14 01:43:53,541 - root - INFO -"
1.0,train,0.001,76.16,0.624,0.753,
1.0,val,,53.0,1.215,0.753,
2.0,train,0.001,70.84,0.75,0.786,
2.0,val,,48.0,1.621,0.786,
3.0,train,0.001,70.72,0.786,0.798,
3.0,val,,58.4,1.16,0.798,
4.0,train,0.001,70.56,0.778,0.801,
4.0,val,,61.2,0.961,0.801,
5.0,train,0.001,72.04,0.743,0.801,
5.0,val,,63.4,0.933,0.801,
6.0,train,0.001,72.12,0.713,0.801,
6.0,val,,63.6,0.96,0.801,
7.0,train,0.001,72.56,0.701,0.801,
7.0,val,,64.0,0.936,0.801,
8.0,train,0.001,73.72,0.699,0.801,
8.0,val,,64.4,0.934,0.801,
9.0,train,0.001,73.48,0.695,0.801,
9.0,val,,64.6,0.929,0.801,
10.0,train,0.001,74.0,0.688,0.801,
10.0,val,,63.8,0.921,0.801,
11.0,train,0.001,74.0,0.688,0.801,
11.0,val,,64.6,0.932,0.801,
12.0,train,0.001,74.52,0.679,0.801,
12.0,val,,64.0,0.913,0.801,
13.0,train,0.001,73.12,0.672,0.801,
13.0,val,,64.0,0.919,0.801,
14.0,train,0.001,74.12,0.674,0.801,
14.0,val,,64.4,0.922,0.801,
15.0,train,0.001,74.2,0.665,0.801,
15.0,val,,65.0,0.935,0.801,
16.0,train,0.001,74.44,0.675,0.801,
16.0,val,,64.4,0.93,0.801,
17.0,train,0.001,73.76,0.676,0.801,
17.0,val,,64.8,0.928,0.801,
18.0,train,0.001,74.84,0.66,0.801,
18.0,val,,63.0,0.923,0.801,
19.0,train,0.001,75.28,0.658,0.801,
19.0,val,,63.4,0.922,0.801,
20.0,train,0.001,74.2,0.664,0.801,
20.0,val,,64.0,0.917,0.801,
,info,,,,,"2024-11-14 01:44:02,528 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:44:04,846 - root - INFO -"
,info,,,,,"2024-11-14 01:44:04,846 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:44:04,846 - root - INFO - Sparsity range: 0.8 -> 0.9"
0.0,val,,64.0,0.917,0.801,
,info,,,,,"2024-11-14 01:44:05,128 - root - INFO -"
1.0,train,0.001,74.84,0.66,0.853,
1.0,val,,38.6,1.656,0.853,
2.0,train,0.001,61.6,0.982,0.885,
2.0,val,,43.0,1.805,0.885,
3.0,train,0.001,59.84,1.026,0.898,
3.0,val,,45.0,1.518,0.898,
4.0,train,0.001,58.8,1.061,0.9,
4.0,val,,51.0,1.207,0.9,
5.0,train,0.001,59.88,1.008,0.9,
5.0,val,,60.4,1.039,0.9,
6.0,train,0.001,62.0,0.951,0.9,
6.0,val,,61.0,1.031,0.9,
7.0,train,0.001,63.12,0.921,0.9,
7.0,val,,62.0,1.021,0.9,
8.0,train,0.001,64.24,0.909,0.9,
8.0,val,,61.0,1.012,0.9,
9.0,train,0.001,64.0,0.898,0.9,
9.0,val,,61.2,1.009,0.9,
10.0,train,0.001,65.64,0.893,0.9,
10.0,val,,62.2,1.0,0.9,
11.0,train,0.001,64.72,0.888,0.9,
11.0,val,,60.8,1.008,0.9,
12.0,train,0.001,65.8,0.886,0.9,
12.0,val,,61.4,0.987,0.9,
13.0,train,0.001,65.84,0.874,0.9,
13.0,val,,62.2,0.992,0.9,
14.0,train,0.001,66.6,0.856,0.9,
14.0,val,,61.4,0.999,0.9,
15.0,train,0.001,66.76,0.852,0.9,
15.0,val,,61.6,0.99,0.9,
16.0,train,0.001,67.04,0.856,0.9,
16.0,val,,62.0,0.988,0.9,
17.0,train,0.001,66.68,0.849,0.9,
17.0,val,,62.8,0.981,0.9,
