Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
50,train,0.01,55.88,1.033,0.0
50,val,,53.2,1.104,0.0
51,train,0.001,58.28,0.987,0.0
51,val,,53.6,1.094,0.0
52,train,0.001,57.52,0.984,0.0
52,val,,54.2,1.099,0.0
53,train,0.001,58.16,0.987,0.0
53,val,,54.4,1.103,0.0
54,train,0.001,59.0,0.965,0.0
54,val,,54.2,1.099,0.0
55,train,0.001,58.12,0.967,0.0
55,val,,53.4,1.102,0.0
56,train,0.001,58.2,0.963,0.0
56,val,,54.4,1.107,0.0
57,train,0.001,58.76,0.969,0.0
57,val,,54.4,1.105,0.0
58,train,0.001,59.36,0.977,0.0
58,val,,54.2,1.115,0.0
59,train,0.001,59.32,0.957,0.0
59,val,,54.8,1.104,0.0
60,train,0.001,58.68,0.967,0.0
60,val,,54.6,1.102,0.0
61,train,0.001,60.32,0.95,0.0
61,val,,54.8,1.112,0.0
62,train,0.001,58.92,0.953,0.0
62,val,,56.0,1.117,0.0
63,train,0.001,60.0,0.954,0.0
63,val,,55.2,1.112,0.0
64,train,0.001,58.96,0.96,0.0
64,val,,55.6,1.107,0.0
65,train,0.001,59.28,0.944,0.0
65,val,,54.4,1.105,0.0
66,train,0.001,59.44,0.95,0.0
66,val,,54.6,1.113,0.0
67,train,0.001,58.68,0.963,0.0
67,val,,54.8,1.115,0.0
68,train,0.001,59.96,0.955,0.0
68,val,,55.4,1.106,0.0
69,train,0.001,60.36,0.955,0.0
69,val,,55.0,1.108,0.0
70,train,0.001,61.96,0.927,0.0
70,val,,55.4,1.117,0.0
71,train,0.001,61.04,0.94,0.0
71,val,,55.2,1.117,0.0
72,train,0.001,60.48,0.937,0.0
72,val,,55.6,1.116,0.0
73,train,0.001,60.16,0.958,0.0
73,val,,55.4,1.106,0.0
74,train,0.001,60.44,0.933,0.0
74,val,,54.4,1.118,0.0
75,train,0.001,58.16,0.954,0.0
75,val,,55.4,1.104,0.0
76,train,0.001,60.08,0.944,0.0
76,val,,54.6,1.114,0.0
77,train,0.001,61.44,0.921,0.0
77,val,,55.2,1.126,0.0
78,train,0.001,59.6,0.942,0.0
78,val,,54.8,1.109,0.0
79,train,0.001,61.16,0.931,0.0
79,val,,54.6,1.106,0.0
80,train,0.001,59.84,0.938,0.0
80,val,,56.0,1.104,0.0
81,train,0.0001,60.96,0.93,0.0
81,val,,55.6,1.104,0.0
82,train,0.0001,61.44,0.912,0.0
82,val,,55.6,1.104,0.0
83,train,0.0001,61.4,0.928,0.0
83,val,,55.4,1.107,0.0
84,train,0.0001,61.92,0.918,0.0
84,val,,56.4,1.103,0.0
85,train,0.0001,60.36,0.929,0.0
85,val,,55.4,1.113,0.0
86,train,0.0001,61.4,0.926,0.0
86,val,,56.4,1.129,0.0
87,train,0.0001,61.72,0.922,0.0
87,val,,55.6,1.116,0.0
88,train,0.0001,60.76,0.92,0.0
88,val,,55.8,1.104,0.0
89,train,0.0001,59.92,0.948,0.0
89,val,,56.2,1.101,0.0
90,train,0.0001,60.92,0.937,0.0
90,val,,55.6,1.106,0.0
91,train,0.0001,61.2,0.922,0.0
91,val,,56.6,1.104,0.0
92,train,0.0001,59.4,0.938,0.0
92,val,,55.4,1.104,0.0
93,train,0.0001,61.04,0.931,0.0
93,val,,56.6,1.107,0.0
94,train,0.0001,61.24,0.916,0.0
94,val,,55.6,1.118,0.0
95,train,0.0001,60.2,0.934,0.0
95,val,,56.0,1.115,0.0
96,train,0.0001,61.8,0.93,0.0
96,val,,53.8,1.114,0.0
97,train,0.0001,61.08,0.926,0.0
97,val,,55.2,1.108,0.0
98,train,0.0001,60.92,0.933,0.0
98,val,,55.0,1.114,0.0
99,train,0.0001,60.84,0.935,0.0
99,val,,55.4,1.106,0.0
100,train,0.0001,60.84,0.931,0.0
100,val,,55.8,1.102,0.0
1,train,0.01,18.8,1.61,0.0
1,val,,27.4,1.609,0.0
2,train,0.01,22.24,1.607,0.0
2,val,,35.6,1.598,0.0
3,train,0.01,35.96,1.487,0.0
3,val,,38.8,1.297,0.0
4,train,0.01,38.56,1.289,0.0
4,val,,40.6,1.236,0.0
5,train,0.01,38.56,1.285,0.0
5,val,,40.0,1.25,0.0
6,train,0.01,40.92,1.244,0.0
6,val,,41.8,1.215,0.0
7,train,0.01,42.44,1.237,0.0
7,val,,45.4,1.211,0.0
8,train,0.01,45.08,1.209,0.0
8,val,,45.4,1.177,0.0
9,train,0.01,45.68,1.19,0.0
9,val,,51.2,1.155,0.0
10,train,0.01,46.76,1.188,0.0
10,val,,49.0,1.165,0.0
11,train,0.01,46.72,1.18,0.0
11,val,,49.0,1.177,0.0
12,train,0.01,46.68,1.186,0.0
12,val,,48.0,1.175,0.0
13,train,0.01,47.44,1.17,0.0
13,val,,47.6,1.149,0.0
14,train,0.01,47.56,1.171,0.0
14,val,,50.0,1.202,0.0
15,train,0.01,48.6,1.151,0.0
15,val,,46.8,1.183,0.0
16,train,0.01,49.08,1.151,0.0
16,val,,52.0,1.158,0.0
17,train,0.01,49.04,1.153,0.0
17,val,,49.0,1.157,0.0
18,train,0.01,47.64,1.169,0.0
18,val,,55.2,1.121,0.0
19,train,0.01,49.32,1.129,0.0
19,val,,53.4,1.114,0.0
20,train,0.01,48.28,1.147,0.0
20,val,,46.2,1.148,0.0
21,train,0.01,49.76,1.134,0.0
21,val,,52.6,1.119,0.0
22,train,0.01,49.56,1.126,0.0
22,val,,52.4,1.119,0.0
23,train,0.01,50.4,1.116,0.0
23,val,,52.6,1.123,0.0
24,train,0.01,51.4,1.101,0.0
24,val,,47.4,1.177,0.0
25,train,0.01,51.08,1.117,0.0
25,val,,50.8,1.112,0.0
26,train,0.01,50.0,1.103,0.0
26,val,,49.4,1.123,0.0
27,train,0.01,51.48,1.109,0.0
27,val,,52.4,1.117,0.0
28,train,0.01,50.84,1.095,0.0
28,val,,51.0,1.115,0.0
29,train,0.01,52.4,1.086,0.0
29,val,,48.8,1.201,0.0
30,train,0.01,52.6,1.09,0.0
30,val,,52.2,1.103,0.0
31,train,0.01,53.08,1.079,0.0
31,val,,52.8,1.109,0.0
32,train,0.01,52.2,1.091,0.0
32,val,,53.4,1.121,0.0
33,train,0.01,52.68,1.069,0.0
33,val,,53.0,1.106,0.0
34,train,0.01,55.04,1.065,0.0
34,val,,51.4,1.125,0.0
35,train,0.01,53.32,1.072,0.0
35,val,,54.8,1.105,0.0
36,train,0.01,53.76,1.066,0.0
36,val,,53.4,1.142,0.0
37,train,0.01,54.56,1.05,0.0
37,val,,54.0,1.128,0.0
38,train,0.01,54.36,1.063,0.0
38,val,,53.6,1.105,0.0
39,train,0.01,55.56,1.027,0.0
39,val,,50.6,1.117,0.0
40,train,0.01,55.68,1.034,0.0
40,val,,50.8,1.101,0.0
41,train,0.01,55.72,1.019,0.0
41,val,,51.6,1.139,0.0
42,train,0.01,56.48,1.028,0.0
42,val,,54.2,1.093,0.0
43,train,0.01,55.76,1.025,0.0
43,val,,54.8,1.114,0.0
44,train,0.01,56.68,1.015,0.0
44,val,,54.2,1.064,0.0
45,train,0.01,56.48,1.014,0.0
45,val,,56.2,1.101,0.0
46,train,0.01,57.32,1.017,0.0
46,val,,57.0,1.061,0.0
47,train,0.01,58.24,1.011,0.0
47,val,,55.0,1.097,0.0
48,train,0.01,57.2,1.014,0.0
48,val,,53.8,1.085,0.0
49,train,0.01,57.64,1.011,0.0
49,val,,53.0,1.184,0.0
50,train,0.01,58.2,0.981,0.0
50,val,,52.6,1.107,0.0
51,train,0.001,59.2,0.948,0.0
51,val,,53.4,1.094,0.0
52,train,0.001,60.76,0.936,0.0
52,val,,54.0,1.085,0.0
53,train,0.001,61.52,0.925,0.0
53,val,,54.2,1.092,0.0
54,train,0.001,60.76,0.916,0.0
54,val,,55.8,1.079,0.0
55,train,0.001,62.16,0.932,0.0
55,val,,55.4,1.079,0.0
56,train,0.001,61.44,0.919,0.0
56,val,,55.6,1.078,0.0
57,train,0.001,61.64,0.919,0.0
57,val,,56.4,1.074,0.0
58,train,0.001,61.16,0.918,0.0
58,val,,57.0,1.072,0.0
59,train,0.001,61.36,0.931,0.0
59,val,,56.0,1.076,0.0
60,train,0.001,62.36,0.904,0.0
60,val,,56.4,1.084,0.0
61,train,0.001,63.68,0.896,0.0
61,val,,55.4,1.093,0.0
62,train,0.001,62.2,0.904,0.0
62,val,,55.6,1.085,0.0
63,train,0.001,62.04,0.904,0.0
63,val,,56.0,1.084,0.0
64,train,0.001,61.88,0.906,0.0
64,val,,55.8,1.106,0.0
65,train,0.001,61.88,0.905,0.0
65,val,,56.6,1.075,0.0
66,train,0.001,63.4,0.889,0.0
66,val,,56.2,1.102,0.0
67,train,0.001,61.4,0.891,0.0
67,val,,55.6,1.088,0.0
68,train,0.001,62.24,0.886,0.0
68,val,,56.2,1.096,0.0
69,train,0.001,63.2,0.898,0.0
69,val,,56.2,1.096,0.0
70,train,0.001,63.8,0.877,0.0
70,val,,55.2,1.095,0.0
71,train,0.001,62.36,0.907,0.0
71,val,,55.4,1.087,0.0
72,train,0.001,61.72,0.893,0.0
72,val,,56.0,1.084,0.0
73,train,0.001,62.24,0.903,0.0
73,val,,57.0,1.088,0.0
74,train,0.001,63.2,0.892,0.0
74,val,,57.2,1.09,0.0
75,train,0.001,63.68,0.874,0.0
75,val,,56.4,1.084,0.0
76,train,0.001,63.84,0.88,0.0
76,val,,56.8,1.091,0.0
77,train,0.001,63.8,0.876,0.0
77,val,,55.8,1.105,0.0
78,train,0.001,62.96,0.874,0.0
78,val,,55.4,1.098,0.0
79,train,0.001,63.52,0.887,0.0
79,val,,55.0,1.111,0.0
80,train,0.001,63.08,0.892,0.0
80,val,,55.2,1.079,0.0
81,train,0.0001,64.16,0.875,0.0
81,val,,55.8,1.08,0.0
82,train,0.0001,63.96,0.876,0.0
82,val,,55.8,1.087,0.0
83,train,0.0001,63.6,0.868,0.0
83,val,,55.6,1.096,0.0
84,train,0.0001,63.48,0.871,0.0
84,val,,55.8,1.084,0.0
85,train,0.0001,62.88,0.868,0.0
85,val,,56.0,1.104,0.0
86,train,0.0001,64.4,0.869,0.0
86,val,,56.0,1.088,0.0
87,train,0.0001,63.88,0.861,0.0
87,val,,56.2,1.092,0.0
88,train,0.0001,63.76,0.878,0.0
88,val,,55.8,1.088,0.0
89,train,0.0001,63.48,0.879,0.0
89,val,,55.2,1.109,0.0
90,train,0.0001,63.72,0.867,0.0
90,val,,56.2,1.085,0.0
91,train,0.0001,65.04,0.85,0.0
91,val,,56.6,1.093,0.0
92,train,0.0001,65.16,0.852,0.0
92,val,,56.6,1.092,0.0
93,train,0.0001,63.12,0.888,0.0
93,val,,55.6,1.097,0.0
94,train,0.0001,62.96,0.876,0.0
94,val,,55.4,1.093,0.0
95,train,0.0001,63.8,0.865,0.0
95,val,,56.2,1.089,0.0
96,train,0.0001,62.8,0.863,0.0
96,val,,55.0,1.107,0.0
97,train,0.0001,64.48,0.87,0.0
97,val,,56.0,1.089,0.0
98,train,0.0001,63.56,0.87,0.0
98,val,,55.2,1.093,0.0
99,train,0.0001,63.6,0.879,0.0
99,val,,55.4,1.098,0.0
100,train,0.0001,64.16,0.864,0.0
100,val,,56.4,1.089,0.0
1,train,0.01,19.56,1.61,0.0
1,val,,20.0,1.609,0.0
2,train,0.01,21.4,1.608,0.0
2,val,,28.2,1.599,0.0
3,train,0.01,37.32,1.443,0.0
3,val,,39.2,1.303,0.0
4,train,0.01,38.88,1.28,0.0
4,val,,37.2,1.28,0.0
5,train,0.01,39.92,1.265,0.0
5,val,,42.6,1.207,0.0
6,train,0.01,40.24,1.251,0.0
6,val,,43.4,1.192,0.0
7,train,0.01,43.2,1.226,0.0
7,val,,47.8,1.204,0.0
8,train,0.01,44.28,1.221,0.0
8,val,,49.2,1.208,0.0
9,train,0.01,43.76,1.202,0.0
9,val,,49.0,1.16,0.0
10,train,0.01,46.36,1.199,0.0
10,val,,47.2,1.174,0.0
11,train,0.01,46.76,1.188,0.0
11,val,,46.2,1.176,0.0
12,train,0.01,49.08,1.162,0.0
12,val,,48.2,1.186,0.0
13,train,0.01,47.92,1.161,0.0
13,val,,49.2,1.14,0.0
14,train,0.01,47.64,1.185,0.0
14,val,,49.0,1.133,0.0
15,train,0.01,47.24,1.149,0.0
15,val,,52.4,1.118,0.0
16,train,0.01,48.8,1.156,0.0
16,val,,51.2,1.117,0.0
17,train,0.01,48.64,1.139,0.0
17,val,,49.6,1.145,0.0
18,train,0.01,49.56,1.14,0.0
18,val,,49.6,1.118,0.0
19,train,0.01,49.72,1.14,0.0
19,val,,54.2,1.094,0.0
20,train,0.01,49.48,1.114,0.0
20,val,,48.8,1.112,0.0
21,train,0.01,49.04,1.123,0.0
21,val,,48.4,1.195,0.0
22,train,0.01,50.84,1.109,0.0
22,val,,47.6,1.156,0.0
23,train,0.01,50.76,1.122,0.0
23,val,,49.0,1.162,0.0
24,train,0.01,52.68,1.099,0.0
24,val,,50.8,1.113,0.0
25,train,0.01,51.56,1.096,0.0
25,val,,53.2,1.101,0.0
26,train,0.01,53.04,1.082,0.0
26,val,,51.4,1.115,0.0
27,train,0.01,53.4,1.083,0.0
27,val,,53.0,1.101,0.0
28,train,0.01,53.12,1.064,0.0
28,val,,55.0,1.141,0.0
29,train,0.01,55.16,1.074,0.0
29,val,,52.8,1.16,0.0
30,train,0.01,54.6,1.056,0.0
30,val,,53.8,1.103,0.0
31,train,0.01,54.48,1.052,0.0
31,val,,52.8,1.11,0.0
32,train,0.01,53.68,1.059,0.0
32,val,,50.2,1.133,0.0
33,train,0.01,54.84,1.06,0.0
33,val,,53.2,1.093,0.0
34,train,0.01,54.92,1.042,0.0
34,val,,53.8,1.112,0.0
35,train,0.01,54.76,1.046,0.0
35,val,,52.6,1.139,0.0
36,train,0.01,56.08,1.034,0.0
36,val,,53.0,1.134,0.0
37,train,0.01,55.92,1.037,0.0
37,val,,54.0,1.095,0.0
38,train,0.01,56.48,1.026,0.0
38,val,,54.8,1.109,0.0
39,train,0.01,57.08,1.004,0.0
39,val,,54.0,1.108,0.0
40,train,0.01,56.4,1.018,0.0
40,val,,53.8,1.11,0.0
41,train,0.01,57.52,1.004,0.0
41,val,,54.8,1.119,0.0
42,train,0.01,57.08,1.001,0.0
42,val,,52.4,1.17,0.0
43,train,0.01,57.68,1.005,0.0
43,val,,54.0,1.117,0.0
44,train,0.01,57.88,1.008,0.0
44,val,,53.8,1.09,0.0
45,train,0.01,58.16,0.991,0.0
45,val,,56.4,1.101,0.0
46,train,0.01,57.24,0.996,0.0
46,val,,52.6,1.102,0.0
47,train,0.01,57.48,0.979,0.0
47,val,,53.0,1.165,0.0
48,train,0.01,58.72,0.971,0.0
48,val,,54.0,1.109,0.0
49,train,0.01,59.36,0.973,0.0
49,val,,55.6,1.091,0.0
50,train,0.01,59.32,0.978,0.0
50,val,,56.0,1.099,0.0
51,train,0.001,61.0,0.924,0.0
51,val,,57.0,1.076,0.0
52,train,0.001,61.6,0.902,0.0
52,val,,58.2,1.062,0.0
53,train,0.001,61.44,0.902,0.0
53,val,,57.4,1.066,0.0
54,train,0.001,62.44,0.897,0.0
54,val,,57.4,1.071,0.0
55,train,0.001,63.84,0.885,0.0
55,val,,56.6,1.064,0.0
56,train,0.001,65.2,0.884,0.0
56,val,,56.2,1.083,0.0
57,train,0.001,63.84,0.868,0.0
57,val,,56.4,1.076,0.0
58,train,0.001,63.24,0.877,0.0
58,val,,57.8,1.081,0.0
59,train,0.001,63.0,0.87,0.0
59,val,,57.2,1.079,0.0
60,train,0.001,64.76,0.869,0.0
60,val,,57.0,1.084,0.0
61,train,0.001,63.4,0.876,0.0
61,val,,56.4,1.103,0.0
62,train,0.001,61.76,0.887,0.0
62,val,,56.8,1.094,0.0
63,train,0.001,63.92,0.87,0.0
63,val,,57.2,1.089,0.0
64,train,0.001,64.64,0.871,0.0
64,val,,56.4,1.091,0.0
65,train,0.001,64.32,0.868,0.0
65,val,,56.4,1.091,0.0
66,train,0.001,64.28,0.852,0.0
66,val,,56.8,1.076,0.0
67,train,0.001,63.56,0.864,0.0
67,val,,56.6,1.089,0.0
68,train,0.001,63.24,0.866,0.0
68,val,,57.0,1.079,0.0
69,train,0.001,62.84,0.871,0.0
69,val,,56.4,1.076,0.0
70,train,0.001,64.44,0.86,0.0
70,val,,56.4,1.078,0.0
71,train,0.001,64.24,0.855,0.0
71,val,,55.4,1.072,0.0
72,train,0.001,63.92,0.872,0.0
72,val,,56.6,1.078,0.0
73,train,0.001,65.36,0.842,0.0
73,val,,57.0,1.093,0.0
74,train,0.001,64.8,0.848,0.0
74,val,,56.2,1.091,0.0
75,train,0.001,63.8,0.877,0.0
75,val,,56.2,1.087,0.0
76,train,0.001,64.92,0.854,0.0
76,val,,56.0,1.076,0.0
77,train,0.001,64.2,0.841,0.0
77,val,,55.2,1.099,0.0
78,train,0.001,65.72,0.851,0.0
78,val,,56.8,1.096,0.0
79,train,0.001,65.6,0.846,0.0
79,val,,55.6,1.087,0.0
80,train,0.001,64.84,0.846,0.0
80,val,,55.8,1.105,0.0
81,train,0.0001,64.2,0.838,0.0
81,val,,56.2,1.105,0.0
82,train,0.0001,65.36,0.834,0.0
82,val,,56.8,1.096,0.0
83,train,0.0001,67.04,0.822,0.0
83,val,,56.8,1.092,0.0
84,train,0.0001,67.84,0.816,0.0
84,val,,55.0,1.106,0.0
85,train,0.0001,64.8,0.835,0.0
85,val,,56.4,1.095,0.0
86,train,0.0001,65.8,0.842,0.0
86,val,,56.2,1.098,0.0
87,train,0.0001,65.2,0.831,0.0
87,val,,56.0,1.094,0.0
88,train,0.0001,66.44,0.842,0.0
88,val,,57.6,1.089,0.0
89,train,0.0001,65.8,0.824,0.0
89,val,,56.8,1.092,0.0
90,train,0.0001,66.64,0.819,0.0
90,val,,57.0,1.095,0.0
91,train,0.0001,65.12,0.824,0.0
91,val,,56.4,1.095,0.0
92,train,0.0001,66.48,0.819,0.0
92,val,,55.8,1.091,0.0
93,train,0.0001,65.92,0.819,0.0
93,val,,57.0,1.086,0.0
94,train,0.0001,66.8,0.816,0.0
94,val,,56.6,1.101,0.0
95,train,0.0001,64.76,0.841,0.0
95,val,,56.0,1.102,0.0
96,train,0.0001,65.28,0.828,0.0
96,val,,56.6,1.09,0.0
97,train,0.0001,67.4,0.821,0.0
97,val,,56.6,1.103,0.0
98,train,0.0001,65.4,0.819,0.0
98,val,,56.2,1.099,0.0
99,train,0.0001,66.48,0.826,0.0
99,val,,56.0,1.093,0.0
100,train,0.0001,66.0,0.822,0.0
100,val,,56.0,1.094,0.0
