Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity,Info
11.0,val,,69.2,0.847,0.901,
12.0,train,0.001,67.8,0.839,0.901,
12.0,val,,71.0,0.833,0.901,
13.0,train,0.001,67.4,0.854,0.901,
13.0,val,,69.8,0.823,0.901,
14.0,train,0.001,68.12,0.815,0.901,
14.0,val,,69.2,0.819,0.901,
15.0,train,0.001,68.08,0.822,0.901,
15.0,val,,69.2,0.819,0.901,
16.0,train,0.001,69.76,0.814,0.901,
16.0,val,,69.6,0.813,0.901,
17.0,train,0.001,67.96,0.808,0.901,
17.0,val,,69.2,0.81,0.901,
18.0,train,0.001,67.56,0.815,0.901,
18.0,val,,68.6,0.81,0.901,
19.0,train,0.001,69.8,0.805,0.901,
19.0,val,,70.0,0.802,0.901,
20.0,train,0.001,69.24,0.796,0.901,
20.0,val,,69.2,0.805,0.901,
,info,,,,,"2024-11-14 01:16:37,177 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:16:39,548 - root - INFO -"
,info,,,,,"2024-11-14 01:16:39,548 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:16:39,548 - root - INFO - Sparsity range: 0.9 -> 0.95"
0.0,val,,69.2,0.805,0.901,
,info,,,,,"2024-11-14 01:16:39,825 - root - INFO -"
1.0,train,0.001,69.8,0.798,0.926,
1.0,val,,33.2,2.378,0.926,
2.0,train,0.001,56.0,1.105,0.943,
2.0,val,,40.4,1.586,0.943,
3.0,train,0.001,53.12,1.168,0.949,
3.0,val,,54.6,1.152,0.949,
4.0,train,0.001,55.08,1.122,0.95,
4.0,val,,58.8,1.068,0.95,
5.0,train,0.001,57.56,1.067,0.95,
5.0,val,,59.4,1.034,0.95,
6.0,train,0.001,57.76,1.059,0.95,
6.0,val,,60.2,1.016,0.95,
7.0,train,0.001,58.72,1.043,0.95,
7.0,val,,61.0,1.002,0.95,
8.0,train,0.001,59.96,1.029,0.95,
8.0,val,,60.4,0.985,0.95,
9.0,train,0.001,59.24,1.027,0.95,
9.0,val,,61.8,0.979,0.95,
10.0,train,0.001,60.64,1.014,0.95,
10.0,val,,61.4,0.972,0.95,
11.0,train,0.001,60.2,0.992,0.95,
11.0,val,,62.6,0.966,0.95,
12.0,train,0.001,62.2,0.974,0.95,
12.0,val,,62.0,0.949,0.95,
13.0,train,0.001,61.04,0.997,0.95,
13.0,val,,62.0,0.942,0.95,
14.0,train,0.001,62.64,0.945,0.95,
14.0,val,,62.4,0.938,0.95,
15.0,train,0.001,61.64,0.964,0.95,
15.0,val,,63.2,0.932,0.95,
16.0,train,0.001,63.04,0.959,0.95,
16.0,val,,64.4,0.92,0.95,
17.0,train,0.001,63.08,0.952,0.95,
17.0,val,,64.8,0.912,0.95,
18.0,train,0.001,62.6,0.954,0.95,
18.0,val,,64.2,0.908,0.95,
19.0,train,0.001,62.52,0.957,0.95,
19.0,val,,64.8,0.897,0.95,
20.0,train,0.001,62.84,0.93,0.95,
20.0,val,,65.4,0.894,0.95,
,info,,,,,"2024-11-14 01:16:48,626 - root - INFO - ----------------"
