Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity,Info
14.0,val,,68.6,0.978,0.701,
15.0,train,0.001,84.24,0.438,0.701,
15.0,val,,67.8,0.981,0.701,
16.0,train,0.001,84.44,0.433,0.701,
16.0,val,,68.8,0.966,0.701,
17.0,train,0.001,84.4,0.445,0.701,
17.0,val,,68.2,0.986,0.701,
18.0,train,0.001,84.56,0.435,0.701,
18.0,val,,68.0,0.989,0.701,
19.0,train,0.001,85.44,0.406,0.701,
19.0,val,,69.6,0.979,0.701,
20.0,train,0.001,84.36,0.439,0.701,
20.0,val,,69.2,0.983,0.701,
,info,,,,,"2024-11-14 01:10:53,421 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:10:55,705 - root - INFO -"
,info,,,,,"2024-11-14 01:10:55,705 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:10:55,705 - root - INFO - Sparsity range: 0.7 -> 0.8"
0.0,val,,69.2,0.983,0.701,
,info,,,,,"2024-11-14 01:10:55,983 - root - INFO -"
1.0,train,0.001,84.8,0.413,0.753,
1.0,val,,60.6,1.303,0.753,
2.0,train,0.001,77.88,0.598,0.785,
2.0,val,,56.8,1.457,0.785,
3.0,train,0.001,75.0,0.656,0.798,
3.0,val,,55.6,1.622,0.798,
4.0,train,0.001,75.48,0.659,0.801,
4.0,val,,67.0,1.001,0.801,
5.0,train,0.001,78.32,0.592,0.801,
5.0,val,,67.0,1.003,0.801,
6.0,train,0.001,78.76,0.57,0.801,
6.0,val,,67.8,0.974,0.801,
7.0,train,0.001,79.4,0.537,0.801,
7.0,val,,68.0,1.004,0.801,
8.0,train,0.001,79.24,0.547,0.801,
8.0,val,,69.0,0.988,0.801,
9.0,train,0.001,80.28,0.53,0.801,
9.0,val,,69.4,0.982,0.801,
10.0,train,0.001,80.24,0.543,0.801,
10.0,val,,67.8,0.991,0.801,
11.0,train,0.001,79.92,0.534,0.801,
11.0,val,,68.4,0.963,0.801,
12.0,train,0.001,80.48,0.53,0.801,
12.0,val,,69.0,0.968,0.801,
13.0,train,0.001,80.64,0.515,0.801,
13.0,val,,69.6,0.979,0.801,
14.0,train,0.001,81.8,0.501,0.801,
14.0,val,,69.0,0.984,0.801,
15.0,train,0.001,79.88,0.53,0.801,
15.0,val,,68.6,0.986,0.801,
16.0,train,0.001,81.64,0.489,0.801,
16.0,val,,69.4,0.972,0.801,
17.0,train,0.001,80.6,0.523,0.801,
17.0,val,,69.0,0.998,0.801,
18.0,train,0.001,81.44,0.509,0.801,
18.0,val,,69.0,0.994,0.801,
19.0,train,0.001,82.72,0.481,0.801,
19.0,val,,68.4,0.984,0.801,
20.0,train,0.001,81.84,0.501,0.801,
20.0,val,,68.6,0.989,0.801,
,info,,,,,"2024-11-14 01:11:04,816 - root - INFO - ----------------"
,info,,,,,"2024-11-14 01:11:07,143 - root - INFO -"
,info,,,,,"2024-11-14 01:11:07,143 - root - INFO - Before pruning:"
,info,,,,,"2024-11-14 01:11:07,143 - root - INFO - Sparsity range: 0.8 -> 0.9"
0.0,val,,68.6,0.989,0.801,
,info,,,,,"2024-11-14 01:11:07,408 - root - INFO -"
1.0,train,0.001,82.52,0.48,0.853,
1.0,val,,50.4,1.494,0.853,
2.0,train,0.001,65.96,0.922,0.886,
2.0,val,,56.0,1.34,0.886,
3.0,train,0.001,61.8,1.015,0.898,
3.0,val,,44.6,1.619,0.898,
4.0,train,0.001,57.88,1.078,0.901,
4.0,val,,62.0,1.054,0.901,
5.0,train,0.001,63.28,0.943,0.901,
5.0,val,,61.6,1.056,0.901,
6.0,train,0.001,66.12,0.901,0.901,
6.0,val,,66.8,1.0,0.901,
7.0,train,0.001,65.28,0.883,0.901,
7.0,val,,64.6,1.003,0.901,
8.0,train,0.001,66.84,0.882,0.901,
8.0,val,,66.2,0.988,0.901,
9.0,train,0.001,67.64,0.848,0.901,
9.0,val,,66.2,0.98,0.901,
10.0,train,0.001,66.76,0.855,0.901,
10.0,val,,64.8,0.972,0.901,
11.0,train,0.001,67.56,0.831,0.901,
11.0,val,,65.2,0.972,0.901,
12.0,train,0.001,67.76,0.84,0.901,
12.0,val,,65.0,0.965,0.901,
13.0,train,0.001,68.92,0.805,0.901,
13.0,val,,64.8,0.962,0.901,
14.0,train,0.001,69.68,0.796,0.901,
14.0,val,,65.0,0.961,0.901,
15.0,train,0.001,69.08,0.811,0.901,
15.0,val,,65.2,0.951,0.901,
16.0,train,0.001,70.12,0.78,0.901,
16.0,val,,65.8,0.931,0.901,
17.0,train,0.001,70.72,0.786,0.901,
17.0,val,,64.4,0.954,0.901,
